average price,total_guests,total_nights,room type,type of meal,market segment type,month,year,booking status
112.0,2,3,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Canceled
102.3,2,3,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
107.0,2,2,Room_Type 1,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
38.67,2,3,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Not_Canceled
78.0,2,5,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Canceled
140.4,2,2,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Canceled
80.75,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Not_Canceled
113.9,2,5,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Canceled
128.7,3,3,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Canceled
93.6,2,8,Room_Type 1,Meal Plan 1,Offline,7.0,2018.0,Canceled
187.85,4,5,Room_Type 6,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
94.5,2,3,Room_Type 1,Meal Plan 2,Offline,8.0,2017.0,Canceled
60.0,2,3,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
177.0,3,2,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
60.0,2,4,Room_Type 4,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
109.0,2,2,Room_Type 1,Not Selected,Online,10.0,2018.0,Not_Canceled
201.0,4,1,Room_Type 6,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
101.18,2,1,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
74.15,2,1,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Canceled
0.0,2,3,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
175.5,3,2,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
136.0,2,3,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
120.0,2,2,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Canceled
110.65,3,3,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
136.0,2,4,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Canceled
99.33,2,3,Room_Type 1,Not Selected,Online,5.0,2018.0,Not_Canceled
107.0,2,3,Room_Type 1,Meal Plan 2,Offline,9.0,2018.0,Canceled
116.45,3,5,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
0.0,1,1,Room_Type 1,Meal Plan 1,Complementary,9.0,2017.0,Not_Canceled
101.51,2,7,Room_Type 4,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
88.2,1,1,Room_Type 1,Meal Plan 1,Corporate,4.0,2018.0,Not_Canceled
198.9,2,4,Room_Type 6,Meal Plan 1,Online,5.0,2018.0,Canceled
65.0,1,3,Room_Type 1,Meal Plan 1,Corporate,5.0,2018.0,Not_Canceled
158.4,3,1,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
96.3,2,3,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
99.0,2,1,Room_Type 1,Not Selected,Online,7.0,2018.0,Not_Canceled
101.5,2,2,Room_Type 1,Meal Plan 2,Offline,9.0,2017.0,Not_Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,6.0,2018.0,Not_Canceled
125.0,1,1,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Canceled
121.5,1,3,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
94.5,2,3,Room_Type 1,Meal Plan 2,Offline,8.0,2017.0,Canceled
93.3,2,3,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
116.78,2,3,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
90.0,2,3,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Canceled
85.5,1,2,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
82.88,2,4,Room_Type 1,Not Selected,Online,4.0,2018.0,Canceled
75.0,1,1,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
76.95,1,4,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Canceled
60.0,2,4,Room_Type 4,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
278.9,4,5,Room_Type 7,Meal Plan 1,Online,7.0,2018.0,Canceled
90.0,1,1,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
134.8,3,1,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
134.1,3,3,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
89.0,2,3,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Canceled
145.67,2,3,Room_Type 1,Not Selected,Online,7.0,2018.0,Not_Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,9.0,2018.0,Not_Canceled
75.0,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
187.85,4,6,Room_Type 6,Meal Plan 1,Online,4.0,2018.0,Canceled
140.27,3,7,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Canceled
65.0,2,3,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
100.0,1,2,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
108.16,2,4,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
91.0,2,2,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
95.0,2,3,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Canceled
110.0,1,4,Room_Type 4,Meal Plan 1,Corporate,9.0,2018.0,Canceled
106.2,2,3,Room_Type 1,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
112.63,2,4,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
116.0,2,2,Room_Type 1,Meal Plan 2,Offline,9.0,2017.0,Not_Canceled
152.1,3,1,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
170.0,2,2,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
109.0,2,3,Room_Type 1,Not Selected,Online,5.0,2018.0,Not_Canceled
76.16,2,5,Room_Type 2,Meal Plan 1,Online,11.0,2018.0,Canceled
103.5,2,3,Room_Type 1,Not Selected,Online,7.0,2018.0,Not_Canceled
117.9,2,3,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
100.0,2,3,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Canceled
87.0,2,4,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Not_Canceled
0.0,1,1,Room_Type 1,Meal Plan 2,Online,12.0,2017.0,Not_Canceled
85.5,2,1,Room_Type 1,Not Selected,Online,9.0,2018.0,Canceled
0.0,2,2,Room_Type 2,Meal Plan 1,Complementary,12.0,2017.0,Not_Canceled
110.0,1,3,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Canceled
79.2,2,3,Room_Type 1,Not Selected,Online,12.0,2018.0,Not_Canceled
178.65,3,3,Room_Type 1,Meal Plan 2,Online,8.0,2018.0,Not_Canceled
103.76,2,4,Room_Type 1,Not Selected,Online,10.0,2018.0,Not_Canceled
101.0,2,1,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
101.5,2,2,Room_Type 1,Meal Plan 2,Offline,10.0,2017.0,Canceled
85.0,2,4,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Not_Canceled
95.0,1,2,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
144.0,2,3,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Canceled
87.78,2,1,Room_Type 1,Not Selected,Online,10.0,2017.0,Not_Canceled
100.0,2,3,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Canceled
80.75,2,5,Room_Type 1,Not Selected,Online,7.0,2018.0,Not_Canceled
72.25,2,6,Room_Type 1,Not Selected,Online,3.0,2018.0,Not_Canceled
99.45,2,4,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
97.0,1,1,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
68.0,2,4,Room_Type 1,Meal Plan 1,Offline,12.0,2018.0,Not_Canceled
87.89,2,4,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
119.85,2,4,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Canceled
72.25,2,3,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Not_Canceled
120.0,2,2,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Canceled
88.0,2,2,Room_Type 1,Not Selected,Online,3.0,2018.0,Not_Canceled
76.67,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
153.0,2,2,Room_Type 6,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
111.35,2,4,Room_Type 1,Meal Plan 1,Corporate,5.0,2018.0,Not_Canceled
66.0,1,2,Room_Type 1,Meal Plan 1,Corporate,1.0,2018.0,Not_Canceled
71.25,2,4,Room_Type 4,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
85.0,2,2,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Not_Canceled
67.5,1,3,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Not_Canceled
161.67,2,3,Room_Type 1,Meal Plan 1,Offline,12.0,2018.0,Not_Canceled
151.2,3,2,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
65.0,2,4,Room_Type 1,Meal Plan 1,Offline,12.0,2017.0,Not_Canceled
90.9,1,3,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
65.54,2,5,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Canceled
181.17,3,5,Room_Type 1,Meal Plan 2,Online,9.0,2018.0,Not_Canceled
73.95,2,4,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Canceled
114.0,1,1,Room_Type 1,Not Selected,Online,10.0,2017.0,Not_Canceled
97.0,2,4,Room_Type 1,Not Selected,Online,3.0,2018.0,Canceled
95.0,1,2,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
100.0,1,4,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Canceled
88.4,2,5,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
132.0,2,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Canceled
0.0,1,2,Room_Type 1,Meal Plan 2,Online,12.0,2017.0,Not_Canceled
123.98,2,4,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
101.58,2,4,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
100.0,1,1,Room_Type 1,Not Selected,Online,11.0,2018.0,Not_Canceled
139.0,1,1,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
110.0,1,4,Room_Type 4,Meal Plan 1,Aviation,9.0,2018.0,Not_Canceled
101.0,2,1,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Canceled
131.88,1,5,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
70.0,1,3,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Not_Canceled
144.0,2,2,Room_Type 5,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
74.8,2,4,Room_Type 1,Not Selected,Online,12.0,2018.0,Canceled
125.1,2,1,Room_Type 1,Not Selected,Online,8.0,2018.0,Canceled
187.0,4,4,Room_Type 6,Meal Plan 1,Online,7.0,2018.0,Canceled
140.4,2,2,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Canceled
159.0,2,1,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
93.5,2,4,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
94.5,2,1,Room_Type 1,Not Selected,Online,8.0,2018.0,Not_Canceled
135.9,2,1,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
67.22,2,3,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
169.0,3,2,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
158.4,3,2,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
97.0,2,1,Room_Type 4,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
59.5,2,4,Room_Type 1,Not Selected,Offline,11.0,2018.0,Not_Canceled
177.0,4,1,Room_Type 6,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
81.9,2,1,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Canceled
99.45,2,5,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Canceled
89.0,1,2,Room_Type 1,Meal Plan 1,Corporate,3.0,2018.0,Not_Canceled
67.32,2,4,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
155.0,1,1,Room_Type 4,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
149.0,1,1,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
105.0,2,2,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
80.75,2,5,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Not_Canceled
132.3,2,4,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Canceled
130.0,1,1,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
71.0,1,1,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
146.0,3,1,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
38.67,2,3,Room_Type 1,Meal Plan 1,Offline,12.0,2017.0,Not_Canceled
125.1,2,3,Room_Type 1,Not Selected,Online,9.0,2018.0,Not_Canceled
80.0,2,3,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Not_Canceled
163.8,3,2,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
108.0,2,1,Room_Type 2,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
119.0,2,3,Room_Type 1,Not Selected,Online,6.0,2018.0,Not_Canceled
137.0,3,2,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
139.0,2,2,Room_Type 1,Not Selected,Online,7.0,2018.0,Not_Canceled
100.8,2,2,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
75.0,3,1,Room_Type 1,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Offline,6.0,2018.0,Canceled
161.0,3,1,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
75.0,2,1,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Canceled
127.38,2,3,Room_Type 2,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
126.0,2,2,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
0.0,1,2,Room_Type 1,Meal Plan 1,Complementary,10.0,2017.0,Not_Canceled
107.1,2,2,Room_Type 1,Not Selected,Online,4.0,2018.0,Canceled
120.0,2,2,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Canceled
141.95,3,5,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
72.25,2,6,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Canceled
60.0,1,3,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Canceled
121.75,2,4,Room_Type 4,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
112.2,2,2,Room_Type 1,Meal Plan 2,Offline,6.0,2018.0,Canceled
88.77,2,2,Room_Type 2,Meal Plan 1,Online,8.0,2018.0,Canceled
135.0,1,4,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Canceled
60.0,1,3,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Canceled
122.4,3,5,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
65.83,2,3,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
80.67,1,3,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
151.2,3,5,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
118.8,2,4,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
75.0,2,3,Room_Type 1,Meal Plan 1,Offline,7.0,2018.0,Not_Canceled
95.0,2,4,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
121.61,2,4,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
114.0,2,5,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
94.5,2,3,Room_Type 1,Meal Plan 2,Offline,8.0,2017.0,Canceled
116.1,2,3,Room_Type 1,Not Selected,Online,6.0,2018.0,Canceled
68.0,2,3,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Not_Canceled
151.2,3,2,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
102.3,2,3,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
63.5,1,4,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Not_Canceled
153.0,2,2,Room_Type 1,Not Selected,Online,8.0,2018.0,Not_Canceled
134.1,3,2,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
0.0,1,0,Room_Type 4,Meal Plan 1,Complementary,10.0,2017.0,Not_Canceled
101.5,2,2,Room_Type 1,Meal Plan 2,Offline,7.0,2017.0,Canceled
115.0,1,1,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
120.0,2,1,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
90.9,2,1,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
90.9,2,1,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
89.0,2,3,Room_Type 1,Meal Plan 1,Online,1.0,2018.0,Not_Canceled
52.0,2,2,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Canceled
75.0,1,5,Room_Type 1,Meal Plan 1,Offline,2.0,2018.0,Not_Canceled
114.9,2,3,Room_Type 4,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
95.04,2,3,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
135.45,3,4,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
68.0,2,3,Room_Type 1,Meal Plan 1,Offline,12.0,2018.0,Not_Canceled
75.0,2,3,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Not_Canceled
116.0,2,2,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
139.95,3,4,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
100.0,2,2,Room_Type 1,Meal Plan 1,Corporate,8.0,2018.0,Not_Canceled
123.2,2,3,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
0.0,1,1,Room_Type 1,Meal Plan 1,Complementary,5.0,2018.0,Not_Canceled
90.9,2,3,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
69.11,2,4,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
132.77,2,5,Room_Type 1,Meal Plan 2,Online,9.0,2018.0,Canceled
80.0,1,3,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
168.0,2,1,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
92.4,2,3,Room_Type 1,Not Selected,Online,11.0,2018.0,Not_Canceled
105.0,2,2,Room_Type 1,Meal Plan 1,Corporate,7.0,2018.0,Not_Canceled
146.03,1,4,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
201.0,4,3,Room_Type 6,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
99.0,1,5,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Not_Canceled
139.0,2,3,Room_Type 1,Not Selected,Online,8.0,2018.0,Canceled
85.5,2,2,Room_Type 1,Not Selected,Offline,9.0,2018.0,Not_Canceled
78.69,2,3,Room_Type 1,Not Selected,Online,10.0,2017.0,Not_Canceled
52.0,2,3,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
60.0,2,5,Room_Type 4,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
90.0,3,3,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
80.75,2,4,Room_Type 1,Not Selected,Online,8.0,2018.0,Canceled
120.0,2,1,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
64.0,1,1,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
104.4,1,3,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
102.0,2,5,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Canceled
120.82,3,7,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
101.99,2,6,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
81.43,2,5,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Canceled
110.0,2,3,Room_Type 1,Meal Plan 2,Offline,10.0,2017.0,Canceled
76.5,2,2,Room_Type 1,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
75.92,2,5,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
89.14,2,7,Room_Type 1,Meal Plan 2,Offline,9.0,2018.0,Not_Canceled
60.0,1,4,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
96.3,2,3,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
107.0,3,4,Room_Type 1,Meal Plan 1,Corporate,10.0,2018.0,Not_Canceled
211.0,4,2,Room_Type 6,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
90.33,2,3,Room_Type 1,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
137.7,3,2,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
66.0,1,3,Room_Type 1,Meal Plan 1,Corporate,2.0,2018.0,Not_Canceled
113.41,2,7,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Canceled
85.0,2,3,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Canceled
67.0,2,1,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
120.0,1,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
80.0,1,3,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
99.45,2,4,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Canceled
64.0,2,4,Room_Type 1,Meal Plan 1,Corporate,1.0,2018.0,Not_Canceled
107.0,2,3,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
65.0,1,3,Room_Type 1,Meal Plan 1,Corporate,10.0,2017.0,Not_Canceled
155.0,2,1,Room_Type 4,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
117.9,2,3,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
136.62,3,5,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
142.2,3,1,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
96.6,2,2,Room_Type 4,Not Selected,Online,8.0,2018.0,Not_Canceled
114.3,2,3,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Canceled
109.8,2,2,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
108.3,2,3,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Canceled
98.62,2,13,Room_Type 1,Meal Plan 1,Online,8.0,2017.0,Canceled
110.0,1,3,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Canceled
80.75,2,4,Room_Type 1,Not Selected,Online,7.0,2018.0,Canceled
80.0,1,3,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
94.5,2,3,Room_Type 1,Meal Plan 2,Offline,7.0,2017.0,Canceled
164.25,3,7,Room_Type 1,Meal Plan 2,Online,8.0,2018.0,Canceled
87.3,2,3,Room_Type 1,Meal Plan 1,Offline,12.0,2018.0,Not_Canceled
85.0,2,3,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Canceled
0.0,2,1,Room_Type 5,Meal Plan 1,Complementary,10.0,2017.0,Not_Canceled
126.9,2,3,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Canceled
94.5,2,3,Room_Type 1,Meal Plan 2,Offline,7.0,2017.0,Not_Canceled
98.1,1,2,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
90.51,2,7,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
135.9,2,7,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Canceled
177.0,3,1,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
118.0,2,3,Room_Type 1,Meal Plan 1,Offline,12.0,2017.0,Not_Canceled
66.0,1,1,Room_Type 1,Meal Plan 1,Corporate,1.0,2018.0,Not_Canceled
99.45,2,7,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
85.5,2,3,Room_Type 1,Not Selected,Online,4.0,2018.0,Canceled
76.69,2,7,Room_Type 1,Not Selected,Online,12.0,2018.0,Not_Canceled
90.0,2,2,Room_Type 1,Meal Plan 1,Corporate,10.0,2018.0,Not_Canceled
99.45,2,5,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
127.0,3,3,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Canceled
125.1,2,3,Room_Type 1,Not Selected,Online,9.0,2018.0,Not_Canceled
130.05,3,5,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Canceled
109.65,1,1,Room_Type 1,Meal Plan 1,Corporate,11.0,2018.0,Not_Canceled
197.7,4,3,Room_Type 6,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
114.3,2,7,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
6.0,1,1,Room_Type 1,Meal Plan 1,Complementary,8.0,2017.0,Not_Canceled
110.0,1,3,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Canceled
137.7,3,1,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
75.95,2,5,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Not_Canceled
75.0,2,3,Room_Type 4,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
100.0,1,4,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Canceled
118.15,2,6,Room_Type 4,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
168.3,3,2,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Canceled
69.0,2,3,Room_Type 1,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
168.3,3,2,Room_Type 4,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
120.0,1,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
74.8,2,7,Room_Type 1,Not Selected,Online,11.0,2018.0,Canceled
120.0,1,6,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Canceled
63.75,1,8,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Canceled
109.0,2,2,Room_Type 1,Meal Plan 2,Offline,8.0,2017.0,Not_Canceled
77.35,2,5,Room_Type 1,Not Selected,Online,4.0,2018.0,Canceled
129.0,2,4,Room_Type 1,Not Selected,Online,8.0,2018.0,Canceled
87.78,1,2,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
